XP_022313813.1	GO:0005975,GO:0016853,GO:0044281
XP_022332512.1	GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0032991,GO:0043167,GO:0051186
XP_022332735.1	GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0032991,GO:0043167,GO:0051186
XP_022315130.1	GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0043167
XP_022313902.1	GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0043167
XP_022323847.1	GO:0016491,GO:0043167
XP_022331436.1	GO:0016491,GO:0043167
XP_022332723.1	GO:0016491,GO:0043167
XP_022332722.1	GO:0016491,GO:0043167
XP_022332724.1	GO:0016491,GO:0043167
XP_022330388.1	GO:0016491,GO:0043167
XP_022330390.1	GO:0016491,GO:0043167
XP_022330389.1	GO:0016491,GO:0043167
XP_022329745.1	GO:0016491,GO:0043167
XP_022344950.1	GO:0016491,GO:0043167
XP_022292991.1	GO:0016491,GO:0043167
XP_022292992.1	GO:0016491,GO:0043167
XP_022307944.1	GO:0016491,GO:0043167
XP_022310635.1	GO:0016491,GO:0043167
XP_022310634.1	GO:0016491,GO:0043167
XP_022309913.1	GO:0016491,GO:0043167
XP_022307710.1	GO:0006520,GO:0006790,GO:0009056,GO:0016491
XP_022326147.1	GO:0009058,GO:0016829,GO:0034641,GO:0043167,GO:0051186
XP_022326148.1	GO:0009058,GO:0016829,GO:0034641,GO:0043167,GO:0051186
XP_022335129.1	GO:0003723,GO:0016779,GO:0034655,GO:0044281
XP_022330704.1	GO:0003723,GO:0005634,GO:0016779,GO:0034641
XP_022330703.1	GO:0003723,GO:0005634,GO:0016779,GO:0034641
XP_022330702.1	GO:0003723,GO:0005634,GO:0016779,GO:0034641
XP_022330700.1	GO:0003723,GO:0005634,GO:0016779,GO:0034641
XP_022330701.1	GO:0003723,GO:0005634,GO:0016779,GO:0034641
XP_022341415.1	GO:0003723,GO:0016779,GO:0034641
XP_022341414.1	GO:0003723,GO:0016779,GO:0034641
XP_022293132.1	GO:0016779
XP_022315138.1	GO:0005975,GO:0016798
XP_022315141.1	GO:0005975,GO:0016798
XP_022315142.1	GO:0005975,GO:0016798
XP_022315139.1	GO:0005975,GO:0016798
XP_022315140.1	GO:0005975,GO:0016798
XP_022288595.1	GO:0005975,GO:0016798
XP_022288594.1	GO:0005975,GO:0016798
XP_022288596.1	GO:0005975,GO:0016798
XP_022309458.1	GO:0003674,GO:0006520,GO:0009058,GO:0034641
XP_022310760.1	GO:0003674,GO:0006520,GO:0009058,GO:0034641
XP_022296624.1	GO:0006520,GO:0009058,GO:0016791
XP_022296626.1	GO:0006520,GO:0009058,GO:0016791
XP_022296628.1	GO:0006520,GO:0009058,GO:0016791
XP_022296627.1	GO:0006520,GO:0009058,GO:0016791
XP_022296623.1	GO:0006520,GO:0009058,GO:0016791
XP_022341749.1	GO:0009058,GO:0016874,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022335414.1	GO:0009058,GO:0016874,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022335415.1	GO:0009058,GO:0016874,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022335416.1	GO:0009058,GO:0016874,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022322691.1	GO:0009058,GO:0016874,GO:0034641,GO:0044281
XP_022328400.1	GO:0009058,GO:0016874,GO:0034641,GO:0044281
XP_022335851.1	GO:0005829,GO:0005975,GO:0006091,GO:0006520,GO:0009056,GO:0009058,GO:0016829,GO:0032991,GO:0034641,GO:0043167
XP_022344148.1	GO:0005829,GO:0005975,GO:0006091,GO:0006520,GO:0009056,GO:0009058,GO:0016829,GO:0032991,GO:0034641,GO:0043167
XP_022344150.1	GO:0005829,GO:0005975,GO:0006091,GO:0006520,GO:0009056,GO:0009058,GO:0016829,GO:0032991,GO:0034641,GO:0043167
XP_022344149.1	GO:0005829,GO:0005975,GO:0006091,GO:0006520,GO:0009056,GO:0009058,GO:0016829,GO:0032991,GO:0034641,GO:0043167
XP_022344151.1	GO:0005829,GO:0005975,GO:0006091,GO:0006520,GO:0009056,GO:0009058,GO:0016829,GO:0032991,GO:0034641,GO:0043167
XP_022344152.1	GO:0005829,GO:0005975,GO:0006091,GO:0006520,GO:0009056,GO:0009058,GO:0016829,GO:0032991,GO:0034641,GO:0043167
XP_022308861.1	GO:0009058,GO:0016829,GO:0043167
XP_022308870.1	GO:0009058,GO:0016829,GO:0043167
XP_022308880.1	GO:0009058,GO:0016829,GO:0043167
XP_022308889.1	GO:0009058,GO:0016829,GO:0043167
XP_022322557.1	GO:0003674,GO:0009056
XP_022335070.1	GO:0005737,GO:0006629,GO:0009058,GO:0016301,GO:0044281
XP_022328702.1	GO:0005737,GO:0006629,GO:0009058,GO:0016301,GO:0044281
XP_022316638.1	GO:0005737,GO:0005975,GO:0009058,GO:0016853,GO:0034641,GO:0044281
XP_022298944.1	GO:0003674,GO:0005576,GO:0006629,GO:0009056
XP_022314737.1	GO:0003674,GO:0005576,GO:0006629,GO:0009056
XP_022317081.1	GO:0003674,GO:0005576,GO:0006629,GO:0009056
XP_022316306.1	GO:0003674,GO:0005576,GO:0006629,GO:0009056
XP_022316784.1	GO:0003674,GO:0005576,GO:0006629,GO:0009056
XP_022313373.1	GO:0003674,GO:0005576,GO:0006629,GO:0009056
XP_022313374.1	GO:0003674,GO:0005576,GO:0006629,GO:0009056
XP_022313376.1	GO:0003674,GO:0005576,GO:0006629,GO:0009056
XP_022313375.1	GO:0003674,GO:0005576,GO:0006629,GO:0009056
XP_022318177.1	GO:0003674,GO:0005576,GO:0006629,GO:0009056
XP_022313115.1	GO:0003674,GO:0005576,GO:0006629,GO:0009056
XP_022292270.1	GO:0006629,GO:0007165,GO:0008289,GO:0009056,GO:0009058,GO:0043167
XP_022292268.1	GO:0006629,GO:0007165,GO:0008289,GO:0009056,GO:0009058,GO:0043167
XP_022292266.1	GO:0006629,GO:0007165,GO:0008289,GO:0009056,GO:0009058,GO:0043167
XP_022292264.1	GO:0006629,GO:0007165,GO:0008289,GO:0009056,GO:0009058,GO:0043167
XP_022292269.1	GO:0006629,GO:0007165,GO:0008289,GO:0009056,GO:0009058,GO:0043167
XP_022292267.1	GO:0006629,GO:0007165,GO:0008289,GO:0009056,GO:0009058,GO:0043167
XP_022292271.1	GO:0006629,GO:0007165,GO:0008289,GO:0009056,GO:0009058,GO:0043167
XP_022301902.1	GO:0043167
XP_022297116.1	GO:0043167
XP_022297115.1	GO:0043167
XP_022296816.1	GO:0043167
XP_022296057.1	GO:0043167
XP_022329093.1	GO:0006629,GO:0007165,GO:0007267,GO:0009056,GO:0043167
XP_022287490.1	GO:0006629,GO:0007165,GO:0009056,GO:0019899
XP_022287493.1	GO:0006629,GO:0007165,GO:0009056,GO:0019899
XP_022287492.1	GO:0006629,GO:0007165,GO:0009056,GO:0019899
XP_022287491.1	GO:0006629,GO:0007165,GO:0009056,GO:0019899
XP_022287494.1	GO:0006629,GO:0007165,GO:0009056,GO:0019899
XP_022287495.1	GO:0006629,GO:0007165,GO:0009056,GO:0019899
XP_022287497.1	GO:0006629,GO:0007165,GO:0009056,GO:0019899
XP_022289019.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022289028.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022289070.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022289037.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022289079.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022289061.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022289047.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022289054.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334235.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334238.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334251.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334243.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334253.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334248.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334250.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334254.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334239.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334237.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334245.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334246.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334240.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334244.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334249.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334256.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334241.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334255.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334242.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022334247.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022329632.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022329634.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022329635.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022329636.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022329633.1	GO:0006629,GO:0007165,GO:0009056,GO:0043167
XP_022335651.1	GO:0003674,GO:0006629,GO:0007165,GO:0009056
XP_022335654.1	GO:0003674,GO:0006629,GO:0007165,GO:0009056
XP_022335655.1	GO:0003674,GO:0006629,GO:0007165,GO:0009056
XP_022335649.1	GO:0003674,GO:0006629,GO:0007165,GO:0009056
XP_022335653.1	GO:0003674,GO:0006629,GO:0007165,GO:0009056
XP_022335657.1	GO:0003674,GO:0006629,GO:0007165,GO:0009056
XP_022335658.1	GO:0003674,GO:0006629,GO:0007165,GO:0009056
XP_022335652.1	GO:0003674,GO:0006629,GO:0007165,GO:0009056
XP_022335650.1	GO:0003674,GO:0006629,GO:0007165,GO:0009056
XP_022320475.1	GO:0005975,GO:0006091,GO:0009056,GO:0009058,GO:0016301,GO:0044281
XP_022303482.1	GO:0005975,GO:0006091,GO:0009056,GO:0009058,GO:0016301,GO:0044281
XP_022308491.1	GO:0006520,GO:0009058,GO:0016491
XP_022303928.1	GO:0006520,GO:0009058,GO:0016491
XP_022343934.1	GO:0005975,GO:0016491,GO:0044281
XP_022286300.1	GO:0016853
XP_022341138.1	GO:0005975,GO:0006091,GO:0009058,GO:0016829,GO:0043167,GO:0044281
XP_022339730.1	GO:0005975,GO:0006091,GO:0009058,GO:0016829,GO:0043167,GO:0044281
XP_022307626.1	GO:0005975,GO:0016853,GO:0043167
XP_022326310.1	GO:0003674,GO:0005575,GO:0006464,GO:0006629,GO:0009058,GO:0071554
XP_022340248.1	GO:0005739,GO:0006520,GO:0006629,GO:0009058,GO:0016829
XP_022340247.1	GO:0005739,GO:0006520,GO:0006629,GO:0009058,GO:0016829
XP_022326324.1	GO:0016791
XP_022326323.1	GO:0016791
XP_022326681.1	GO:0016791
XP_022326680.1	GO:0016791
XP_022326683.1	GO:0016791
XP_022326682.1	GO:0016791
XP_022342542.1	GO:0006629,GO:0016791
XP_022342541.1	GO:0006629,GO:0016791
XP_022319570.1	GO:0005575,GO:0006464,GO:0006629,GO:0009058,GO:0016757
XP_022323331.1	GO:0005575,GO:0006464,GO:0006629,GO:0009058,GO:0016757
XP_022323332.1	GO:0005575,GO:0006464,GO:0006629,GO:0009058,GO:0016757
XP_022325065.1	GO:0005575,GO:0006464,GO:0006629,GO:0009058,GO:0016757
XP_022325064.1	GO:0005575,GO:0006464,GO:0006629,GO:0009058,GO:0016757
XP_022325063.1	GO:0005575,GO:0006464,GO:0006629,GO:0009058,GO:0016757
XP_022325062.1	GO:0005575,GO:0006464,GO:0006629,GO:0009058,GO:0016757
XP_022329835.1	GO:0016757
XP_022329836.1	GO:0016757
XP_022333995.1	GO:0016757
XP_022333996.1	GO:0016757
XP_022342603.1	GO:0005737,GO:0005783,GO:0006464,GO:0006629,GO:0009058,GO:0016757,GO:0032991
XP_022342602.1	GO:0005737,GO:0005783,GO:0006464,GO:0006629,GO:0009058,GO:0016757,GO:0032991
XP_022342516.1	GO:0005737,GO:0005783,GO:0006464,GO:0006629,GO:0009058,GO:0016757,GO:0032991
XP_022342515.1	GO:0005737,GO:0005783,GO:0006464,GO:0006629,GO:0009058,GO:0016757,GO:0032991
XP_022331425.1	GO:0006629,GO:0007165,GO:0016301
XP_022328886.1	GO:0006629,GO:0007165,GO:0016301
XP_022341421.1	GO:0006629,GO:0007165,GO:0016301
XP_022341424.1	GO:0006629,GO:0007165,GO:0016301
XP_022341422.1	GO:0006629,GO:0007165,GO:0016301
XP_022341423.1	GO:0006629,GO:0007165,GO:0016301
XP_022341425.1	GO:0006629,GO:0007165,GO:0016301
XP_022335573.1	GO:0006629,GO:0007165,GO:0016301
XP_022335574.1	GO:0006629,GO:0007165,GO:0016301
XP_022335576.1	GO:0006629,GO:0007165,GO:0016301
XP_022335575.1	GO:0006629,GO:0007165,GO:0016301
XP_022319278.1	GO:0005575,GO:0006629,GO:0009058,GO:0016779
XP_022328992.1	GO:0006629,GO:0009058,GO:0016779
XP_022313939.1	GO:0003723,GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0032991,GO:0043167
XP_022315327.1	GO:0003723,GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0032991,GO:0043167
XP_022332339.1	GO:0003723,GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0032991,GO:0043167
XP_022332338.1	GO:0003723,GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0032991,GO:0043167
XP_022336972.1	GO:0003723,GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0032991,GO:0043167
XP_022341764.1	GO:0003723,GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0032991
XP_022291727.1	GO:0006520,GO:0009056,GO:0009058,GO:0016491,GO:0034641,GO:0043167
XP_022291726.1	GO:0006520,GO:0009056,GO:0009058,GO:0016491,GO:0034641,GO:0043167
XP_022291725.1	GO:0006520,GO:0009056,GO:0009058,GO:0016491,GO:0034641,GO:0043167
XP_022313309.1	GO:0016491,GO:0042592
XP_022313311.1	GO:0016491,GO:0042592
XP_022313308.1	GO:0016491,GO:0042592
XP_022313310.1	GO:0016491,GO:0042592
XP_022313312.1	GO:0016491,GO:0042592
XP_022328430.1	GO:0016491,GO:0042592
XP_022338133.1	GO:0016491
XP_022295207.1	GO:0016491,GO:0042592
XP_022294027.1	GO:0016491,GO:0042592
XP_022320578.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022320570.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022320587.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022320602.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022320611.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022320594.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022320620.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022320628.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022314640.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022314637.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022314645.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022314639.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022314642.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022314641.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022314638.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022314646.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022314643.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022319754.1	GO:0006520,GO:0006950,GO:0007165,GO:0016491,GO:0034641
XP_022319749.1	GO:0006520,GO:0006950,GO:0007165,GO:0016491,GO:0034641
XP_022319750.1	GO:0006520,GO:0006950,GO:0007165,GO:0016491,GO:0034641
XP_022319752.1	GO:0006520,GO:0006950,GO:0007165,GO:0016491,GO:0034641
XP_022319753.1	GO:0006520,GO:0006950,GO:0007165,GO:0016491,GO:0034641
XP_022319751.1	GO:0006520,GO:0006950,GO:0007165,GO:0016491,GO:0034641
XP_022319755.1	GO:0006520,GO:0006950,GO:0007165,GO:0016491,GO:0034641
XP_022344000.1	GO:0006520,GO:0006950,GO:0016491,GO:0034641
XP_022338845.1	GO:0006520,GO:0006950,GO:0009056,GO:0016491,GO:0034641,GO:0051186
XP_022338846.1	GO:0006520,GO:0006950,GO:0009056,GO:0016491,GO:0034641,GO:0051186
XP_022293504.1	GO:0006950,GO:0016491
XP_022320278.1	GO:0006950,GO:0016491
XP_022289630.1	GO:0006950,GO:0016491
XP_022299106.1	GO:0006950,GO:0016491
XP_022310855.1	GO:0006950,GO:0016491
XP_022327763.1	GO:0006950,GO:0016491
XP_022291253.1	GO:0006950,GO:0016491
XP_022291396.1	GO:0006950,GO:0016491
XP_022291325.1	GO:0006950,GO:0016491
XP_022286941.1	GO:0006950,GO:0016491
XP_022319818.1	GO:0006950,GO:0016491
XP_022314518.1	GO:0006950,GO:0016491
XP_022314517.1	GO:0006950,GO:0016491
XP_022314516.1	GO:0006950,GO:0016491
XP_022322131.1	GO:0006950,GO:0016491
XP_022325444.1	GO:0006950,GO:0016491
XP_022328617.1	GO:0006950,GO:0016491
XP_022328619.1	GO:0006950,GO:0016491
XP_022328620.1	GO:0006950,GO:0016491
XP_022328618.1	GO:0006950,GO:0016491
XP_022321866.1	GO:0006950,GO:0016491
XP_022321869.1	GO:0006950,GO:0016491
XP_022321870.1	GO:0006950,GO:0016491
XP_022321868.1	GO:0006950,GO:0016491
XP_022321871.1	GO:0006950,GO:0016491
XP_022321867.1	GO:0006950,GO:0016491
XP_022322240.1	GO:0006950,GO:0016491
XP_022322239.1	GO:0006950,GO:0016491
XP_022345866.1	GO:0006950,GO:0016491
XP_022336131.1	GO:0006950,GO:0016491
XP_022336132.1	GO:0006950,GO:0016491
XP_022290045.1	GO:0006950,GO:0016491
XP_022290044.1	GO:0006950,GO:0016491
XP_022290046.1	GO:0006950,GO:0016491
XP_022290047.1	GO:0006950,GO:0016491
XP_022287153.1	GO:0006950,GO:0016491
XP_022287152.1	GO:0006950,GO:0016491
XP_022287154.1	GO:0006950,GO:0016491
XP_022287047.1	GO:0006950,GO:0016491
XP_022290419.1	GO:0006950,GO:0016491
XP_022288923.1	GO:0006950,GO:0016491
XP_022290587.1	GO:0006950,GO:0016491
XP_022289209.1	GO:0006950,GO:0016491
XP_022289717.1	GO:0006950,GO:0016491
XP_022289916.1	GO:0006950,GO:0016491
XP_022289917.1	GO:0006950,GO:0016491
XP_022289918.1	GO:0006950,GO:0016491
XP_022289920.1	GO:0006950,GO:0016491
XP_022289919.1	GO:0006950,GO:0016491
XP_022286508.1	GO:0006950,GO:0016491
XP_022286509.1	GO:0006950,GO:0016491
XP_022292835.1	GO:0006950,GO:0016491
XP_022294828.1	GO:0006950,GO:0016491
XP_022293705.1	GO:0006950,GO:0016491
XP_022291683.1	GO:0006950,GO:0016491
XP_022308082.1	GO:0006950,GO:0016491
XP_022310740.1	GO:0006950,GO:0016491
XP_022303075.1	GO:0006950,GO:0016491
XP_022290454.1	GO:0006464,GO:0016853
XP_022290461.1	GO:0006464,GO:0016853
XP_022290468.1	GO:0006464,GO:0016853
XP_022345741.1	GO:0006464,GO:0016853
XP_022345733.1	GO:0006464,GO:0016853
XP_022345725.1	GO:0006464,GO:0016853
XP_022306493.1	GO:0006464,GO:0016853
XP_022306503.1	GO:0006464,GO:0016853
XP_022306511.1	GO:0006464,GO:0016853
XP_022334205.1	GO:0006457,GO:0006464,GO:0016853
XP_022318238.1	GO:0006464,GO:0016853
XP_022317798.1	GO:0006457,GO:0006464,GO:0016853
XP_022317524.1	GO:0003723,GO:0006457,GO:0006464,GO:0016853
XP_022312893.1	GO:0006464,GO:0016853
XP_022318565.1	GO:0006457,GO:0006464,GO:0016853
XP_022324057.1	GO:0016853
XP_022321004.1	GO:0016853
XP_022320725.1	GO:0006457,GO:0006464,GO:0016853
XP_022330620.1	GO:0006457,GO:0006464,GO:0016853
XP_022335216.1	GO:0006464,GO:0016853
XP_022328959.1	GO:0006457,GO:0006464,GO:0016853
XP_022333854.1	GO:0006457,GO:0006464,GO:0016853
XP_022330078.1	GO:0006457,GO:0006464,GO:0016853
XP_022286119.1	GO:0006457,GO:0006464,GO:0016853
XP_022339627.1	GO:0006457,GO:0006464,GO:0016853
XP_022344739.1	GO:0006457,GO:0006464,GO:0016853
XP_022344570.1	GO:0006464,GO:0016853
XP_022335692.1	GO:0016853
XP_022288637.1	GO:0006464,GO:0016853
XP_022287590.1	GO:0006464,GO:0016853,GO:0043167
XP_022294131.1	GO:0006464,GO:0016853
XP_022302004.1	GO:0006464,GO:0016853
XP_022296629.1	GO:0006457,GO:0006464,GO:0016853
XP_022319497.1	GO:0006464,GO:0016829
XP_022319496.1	GO:0006464,GO:0016829
XP_022315127.1	GO:0006464,GO:0016491
XP_022315146.1	GO:0006464,GO:0016491
XP_022315136.1	GO:0006464,GO:0016491
XP_022315156.1	GO:0006464,GO:0016491
XP_022318916.1	GO:0006464,GO:0016491
XP_022318937.1	GO:0006464,GO:0016491
XP_022318930.1	GO:0006464,GO:0016491
XP_022318924.1	GO:0006464,GO:0016491
XP_022344560.1	GO:0006464,GO:0016491
XP_022338571.1	GO:0006464,GO:0016491
XP_022303955.1	GO:0006950,GO:0016491
XP_022286875.1	GO:0006950,GO:0016491
XP_022286870.1	GO:0006950,GO:0016491
XP_022286873.1	GO:0006950,GO:0016491
XP_022286872.1	GO:0006950,GO:0016491
XP_022286874.1	GO:0006950,GO:0016491
XP_022286871.1	GO:0006950,GO:0016491
XP_022319339.1	GO:0009058,GO:0016301,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022343803.1	GO:0009058,GO:0016301,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022312460.1	GO:0003674,GO:0006464,GO:0009056
XP_022318885.1	GO:0003674,GO:0006464,GO:0009056
XP_022321647.1	GO:0003674,GO:0006464
XP_022321646.1	GO:0003674,GO:0006464
XP_022321645.1	GO:0003674,GO:0006464
XP_022320683.1	GO:0003674,GO:0006464
XP_022320682.1	GO:0003674,GO:0006464
XP_022313851.1	GO:0005737,GO:0006091,GO:0006520,GO:0009056,GO:0016491,GO:0032991,GO:0034641,GO:0043167
XP_022313852.1	GO:0005737,GO:0006091,GO:0006520,GO:0009056,GO:0016491,GO:0032991,GO:0034641,GO:0043167
XP_022313854.1	GO:0005737,GO:0006091,GO:0006520,GO:0009056,GO:0016491,GO:0032991,GO:0034641,GO:0043167
XP_022313853.1	GO:0005737,GO:0006091,GO:0006520,GO:0009056,GO:0016491,GO:0032991,GO:0034641,GO:0043167
XP_022313856.1	GO:0005737,GO:0006091,GO:0006520,GO:0009056,GO:0016491,GO:0032991,GO:0034641,GO:0043167
XP_022333500.1	GO:0005737,GO:0006091,GO:0006520,GO:0009056,GO:0016491,GO:0032991,GO:0034641,GO:0043167
XP_022335267.1	GO:0016491
XP_022336295.1	GO:0009058,GO:0016757,GO:0034641,GO:0044281
XP_022342745.1	GO:0006520,GO:0043167
XP_022342746.1	GO:0006520,GO:0043167
XP_022340600.1	GO:0003674
XP_022331360.1	GO:0005856,GO:0032991,GO:0043167
XP_022301670.1	GO:0005856,GO:0032991,GO:0043167
XP_022301694.1	GO:0005856,GO:0016757,GO:0032991,GO:0043167
XP_022331374.1	GO:0005856,GO:0032991,GO:0043167
XP_022338697.1	GO:0003924,GO:0005575,GO:0007165,GO:0043167
XP_022345436.1	GO:0003924,GO:0005575,GO:0007165,GO:0043167
XP_022345429.1	GO:0003924,GO:0005575,GO:0007165,GO:0043167
XP_022286281.1	GO:0005856,GO:0009058,GO:0032991,GO:0034641,GO:0043167
XP_022321007.1	GO:0005856,GO:0009058,GO:0032991,GO:0034641,GO:0043167
XP_022321016.1	GO:0005856,GO:0009058,GO:0032991,GO:0034641,GO:0043167
XP_022341836.1	GO:0003924,GO:0005575,GO:0007165,GO:0043167
XP_022341847.1	GO:0003924,GO:0005575,GO:0007165,GO:0043167
XP_022317040.1	GO:0003924,GO:0005575,GO:0007165,GO:0043167
XP_022304337.1	GO:0005856,GO:0008092,GO:0008150,GO:0032991,GO:0043167
XP_022316312.1	GO:0003924,GO:0005622,GO:0006399,GO:0043167
XP_022296821.1	GO:0004386,GO:0005694,GO:0006259,GO:0006950,GO:0042592,GO:0051276
XP_022342035.1	GO:0003924,GO:0043167
XP_022342027.1	GO:0003924,GO:0043167
XP_022342045.1	GO:0003924,GO:0043167
XP_022342054.1	GO:0003924,GO:0043167
XP_022342061.1	GO:0003924,GO:0043167
XP_022342071.1	GO:0003924,GO:0043167
XP_022293198.1	GO:0003924,GO:0007165,GO:0043167
XP_022293144.1	GO:0003924,GO:0007165,GO:0043167
XP_022293215.1	GO:0003924,GO:0007165,GO:0043167
XP_022293223.1	GO:0003924,GO:0007165,GO:0043167
XP_022293234.1	GO:0003924,GO:0007165,GO:0043167
XP_022293241.1	GO:0003924,GO:0007165,GO:0043167
XP_022293204.1	GO:0003924,GO:0007165,GO:0043167
XP_022293171.1	GO:0003924,GO:0007165,GO:0043167
XP_022293188.1	GO:0003924,GO:0007165,GO:0043167
XP_022293180.1	GO:0003924,GO:0007165,GO:0043167
XP_022293153.1	GO:0003924,GO:0007165,GO:0043167
XP_022293163.1	GO:0003924,GO:0007165,GO:0043167
XP_022323498.1	GO:0005856,GO:0008092,GO:0008150,GO:0032991,GO:0043167
XP_022323505.1	GO:0005856,GO:0008092,GO:0008150,GO:0032991,GO:0043167
XP_022336932.1	GO:0003924,GO:0043167
XP_022289804.1	GO:0003924,GO:0043167
XP_022337829.1	GO:0003924,GO:0005794,GO:0016192,GO:0043167
XP_022337821.1	GO:0003924,GO:0005794,GO:0016192,GO:0043167
XP_022337812.1	GO:0003924,GO:0005794,GO:0016192,GO:0043167
XP_022294867.1	GO:0003924,GO:0030234,GO:0043167
XP_022294860.1	GO:0003924,GO:0030234,GO:0043167
XP_022294849.1	GO:0003924,GO:0030234,GO:0043167
XP_022294820.1	GO:0003924,GO:0030234,GO:0043167
XP_022294832.1	GO:0003924,GO:0030234,GO:0043167
XP_022294751.1	GO:0003924,GO:0030234,GO:0043167
XP_022294873.1	GO:0003924,GO:0030234,GO:0043167
XP_022294854.1	GO:0003924,GO:0030234,GO:0043167
XP_022294839.1	GO:0003924,GO:0030234,GO:0043167
XP_022294805.1	GO:0003924,GO:0030234,GO:0043167
XP_022294759.1	GO:0003924,GO:0030234,GO:0043167
XP_022294824.1	GO:0003924,GO:0030234,GO:0043167
XP_022294780.1	GO:0003924,GO:0030234,GO:0043167
XP_022294707.1	GO:0003924,GO:0030234,GO:0043167
XP_022294843.1	GO:0003924,GO:0030234,GO:0043167
XP_022294814.1	GO:0003924,GO:0030234,GO:0043167
XP_022294793.1	GO:0003924,GO:0030234,GO:0043167
XP_022294735.1	GO:0003924,GO:0030234,GO:0043167
XP_022294799.1	GO:0003924,GO:0030234,GO:0043167
XP_022294742.1	GO:0003924,GO:0030234,GO:0043167
